id,user_id,title,chat_uuid,created_at,last_activity
bb83a1f3-5d09-4dba-9482-c3aba884b904,fad5921c-ae10-47e4-b687-5abc4f74cd3c,Good Night Email to Akash,2fb58528-61c0-4354-8ed0-bf01d65d1549,2026-02-12 23:51:10.072643+05:30,2026-02-12 23:51:27.266737+05:30
