id,user_id,chat_id,name,description,status,workflow_type,trigger_type,frequency,schedule_config,start_node_id,end_node_ids,is_active,created_at,updated_at,last_run_at,total_runs
a5731707-6f2c-4c83-b372-ea0dbd0e0e78,fad5921c-ae10-47e4-b687-5abc4f74cd3c,bb83a1f3-5d09-4dba-9482-c3aba884b904,Good Night Email Workflow,,draft,email,scheduled,once,"{""date"": ""2026-02-12"", ""days"": null, ""time"": ""23:53"", ""type"": ""scheduled"", ""month"": null, ""timezone"": ""Asia/Kolkata"", ""frequency"": ""once"", ""day_of_month"": null}",,null,t,2026-02-12 23:51:31.758302+05:30,2026-02-12 23:51:31.758302+05:30,2026-02-12 23:53:08.036314+05:30,0
